label,text
11,Randomized Double-Blind Phase III Trial of Vitamin D3 Supplementation in Patients With Previously Untreated Metastatic Colorectal Cancer (SOLARIS)
11,"A Phase II Study of Type-1 Polarized Dendritic Cell (aDC1) Vaccine in Combination With Tumor-Selective Chemokine Modulation (CKM: Interferon Alpha 2b, Rintatolimod and Celecoxib) in Melanoma Patients With Primary PD-1/PD-L1 Resistance"
1117,The Fathers and Mothers Invested in Lives of Their Youth (FAMILY) Study: A Pilot Intervention for Families Affected by Parental Cancer
1117,Virtual Reality as a Distraction Technique for Performing Lumbar Punctures in Children and Young Adults With Leukemia: a Feasibility Study
1117,Low Nicotine Content Cigarettes in Vulnerable Populations: Women of Reproductive Age
11,Randomized Phase III Trial of MEDI4736 (Durvalumab) as Concurrent and Consolidative Therapy or Consolidative Therapy Alone for Unresectable Stage 3 NSCLC
1117,Low Nicotine Content Cigarettes in Vulnerable Populations: Opioid Use Disorder
11,"A Phase I/Ib Study of sEphB4-HSA in Combination With Cetuximab and Radiation Therapy in Patients With High Risk, Locally-Advanced Squamous Cell Carcinomas of the Head and Neck"
1117,Evaluating the Effectiveness of Technology Assisted School Mental Health Program to Improve Socio-emotional Wellbeing of School Going Children in Public Schools of Rural Pakistan: A Cluster Randomized Controlled Trial (cRCT)
1117,Pilot Study of Depression and Pain Perseverance Through Empowered Recovery (DAPPER) Intervention
11,A Phase II Trial of Olaparib in Patients With Recurrent Ovarian Cancer Wild Type for Germline and Somatic BRCA 1 and 2 Genes: The MITO 31 Translational Study
11,"A Randomized, Placebo-controlled, Double-blind, Phase II Chemoprevention Clinical Trial of Topical Diclofenac and DFMO in Subjects With a History of Skin Cancer"
1117,Low Nicotine Content Cigarettes in Vulnerable Populations: Affective Disorders
1117,Caregiver Support in the Context of Multiple Chronic Conditions: Randomized Waitlist Control Trial
1117,Using CBPR to Engage Hazardous Drinking Women in the HIV Prevention and Care Continuum
1117,Frequency of Cachexia in Ambulatory Cancer Patients and Psychological Burden in Both Patients and Their Primary Caregivers Who Are Referred to an Outpatient Supportive Care Clinic
11,Overcoming PARP Inhibitor Resistance in BRCA Germline Mutation Positive Advanced Breast Cancer
11,Phase II Trial of Radium-223 Dichloride in Combination With Paclitaxel in Patients With Bone Metastatic Breast Cancer
1117,Improving Physical Activity and Gait Symmetry After Total Knee Arthroplasty
11,The Role of microRNA-210 in Regulating Oxidative Stress in Patients With Peripheral Artery Disease
1117,Prospective Observational Study of Site-Specific Incident and Prevalent Cases of Cancer in People Living With HIV/AIDS- in Latin America
17,"Insulin Resistance, Cognitive Health, and Perfusion of the Adolescent Brain"
11,Role of Gut Microbe Composition in Psychosocial Symptom Response to Exercise Training in Breast Cancer Survivors (ROME Study)
11,"A Phase I, Multi-Center, Open Label, Dose De-Escalation and Expansion Study of Gemcitabine and Cisplatin With AG120 or Pemigatinib for Advanced Cholangiocarcinoma"
1117,Investigation of Anti-platelet Drug Single Dose Exposure on Platelet mRNA Splicing in Healthy Subjects
1117,Development and Initial Efficacy Testing of a Cognitive-Behavioral Intervention to Treat Adolescent Binge Eating
1117,Controlling Hypertension Through Education and Coaching in Kidney Disease
2,Enhancing School-Based Violence Prevention Through Multilevel Racial/Ethnic Discrimination Intervention
1117,VERDICT (Veterans Response to Dosage in Chiropractic Therapy): A Pragmatic Randomized Trial Addressing Dose Effects for Chronic Low Back Pain
1117,Understanding Barriers Associated With Timely Chemotherapy Administration Among Breast Cancer Patients
11,Phase I/II Study of Lu-177-DOTATATE (Lutathera) in Combination With Olaparib in Inoperable Gastroenteropancreatico Neuroendocrine Tumors (GEP-NET)
1117,Feasibility of a Perioperative Physical Activity Intervention for Older Adults With Lung Cancer and Their Family Caregivers
11,Exploration of Blood Flow Regulation to Bone in Humans
1117,Improving Health Self-Management Using Walking Biobehavioral Intervention for People With Dysvascular Lower Limb Amputation
11,Clinical Impact of a Volumetric Image Method for Confirming Tumor Coverage With Ablation on Patients With Malignant Liver Lesions (COVER-ALL)
1117,Building Self-regulation Capacity in AA T2DM Women: Feasibility of an Ecological Momentary Intervention
11,Targeted Astatine-211-Labeled BC8-B10 Monoclonal Antibody as Reduced Intensity Conditioning for Nonmalignant Diseases
11,Infusion of Off-the-Shelf Ex Vivo Expanded Cryopreserved Progenitor Cells to Facilitate the Engraftment of a Single CCR5Δ32 Homozygous or Heterozygous Cord Blood Unit in Patients With HIV and Hematological Malignancies
11,Very Low Carbohydrate Diet as an Adjunctive Therapy for Youth Type 1 Diabetes
1117,Mindful Body Awareness Training as an Adjunct to Medication Assisted Treatment for Opioid Use Disorder
11,Neoadjuvant Pembrolizumab for Patients With Mismatch Repair Deficient Locally Advanced Solid Cancers
1103,"A Prospective, Phase II Study of Lutetium Lu 177 Dotatate (LUTATHERA?) in Patients With Inoperable, Progressive Meningioma After External Beam Radiation Therapy"
1117,Long-Term Adherence To Monitoring/Treatment In Underserved Asian Americans With Chronic HBV
1117,IMPACT: Improving Access to Cancer Survivorship Via Telehealth
11,A Phase I Trial of Atezolizumab and Varlilumab in Combination With Radiation in Patients With Metastatic Non-Small Cell Lung Cancer (NSCLC)
1117,Prevalence of NAFLD and Correlation With Its Main Risk Factors Among Egyptian Multicenter National Study
11,Phase Ib/II Clinical Trial Assessing the Combination of Chemokine Modulation With Neoadjuvant Chemotherapy in Triple Negative Breast Cancer
1117,"Adaptation and Evaluation of an In-Person and eHealth Diet and Physical Activity Program for Rural Latino Cancer Survivors ""Mi Vida Saludable en el Valle"""
1117,Integration of mHEALTH Into the Care of Patients With Sickle Cell Disease to Increase Hydroxyurea Utilization- mESH Study
1109,"A Phase 2b, Randomized, Double-blind, Placebo-controlled, Multiple Dose, Biomarker and Safety Study of PTI-125 in Mild-to-moderate Alzheimer's Disease Patients"
11,The Impact of HIV on Accelerated Aging in the Female Genital Tract: a Pilot Trial of Topical Estradiol to Improve the Vaginal Microbiome and Symptoms of Vaginal Atrophy in Menopausal Women With HIV
1111,"A Novel, Memory-Updating Technique to Attenuate Responding to High Calorie Food Cues, Food Intake, and Body Weight Among Individuals With Overweight/Obesity"
1117,"Transgender Youth and PrEP: PK, Safety, Uptake & Adherence"
11,Effects of Device-assisted Practice of Activities of Daily Living in a Close-to-normal Pattern on Upper Extremity Motor Recovery in Individuals With Moderate to Severe Stroke
1102,Clinical Evaluation of Primary Sampling Scatter Correction for Chest Tomosynthesis
1102,Mobile Health Intervention for Rural Atrial Fibrillation
1108,A Trial of Transplanting Hepatitis C Kidneys Into Hepatitis C-Negative Kidney Recipients
1117,Promoting Follow-Up Care Self-Management for Adolescent and Young Adult (AYA) Childhood Cancer Survivors
1117,"A Pilot Trial of UrApp, a Novel Mobile Application for Childhood Nephrotic Syndrome Management"
1117,"Phase1a, Randomized Placebo-controlled, Single and Multiple Dose, Dose-escalation Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Oral NNI-362 in Healthy Aged Volunteers 50 to 72 Years of Age"
11,Bispecific NK Engager (AFM13) Combined With Cord Blood-Derived NK Cells for Refractory Hodgkin and Other CD30+ Lymphomas
11,Evaluation of the Natural History and Management of Von Hippel-Lindau (VHL) Associated Pancreatic Neuroendocrine Tumors
11,Feasibility of At-Home Telehealth Yoga for Treating Chronic Pain
11,A Feasibility and Toxicity Analysis of Single Fraction Stereotactic Body Radiation Therapy for Post-Operative Non-Small Cell Lung Cancer
11,"A Multicenter, Randomized, Double Blinded, Placebo-controlled Clinical Trial of Anakinra (Plus Zinc), G-CSF, or Prednisone in Patients With Severe Alcoholic Hepatitis by the AlcHepNet Consortium"
11,Phase II Trial of Trifluridine/Tipiracil in Combination With Irinotecan in Biliary Tract Cancers
1117,Community Pharmacists Vaccinating Against Cancer (CPVAC): A Pilot Randomized Controlled Trial Aimed at Increasing Human Papillomavirus Vaccine Completion Rates Among Racially/Ethnically Diverse Yout
1117,A Multicenter RCT of Pharmacist-Directed Transitional Care to Reduce Post-Hospitalization Utilization
1117,Clinical Reminder Changes to Increase Smoking Cessation Treatment in Outpatient Psychiatry
11,Incorporating the Patient Voice in Sarcoma Research: How Can we Assess Health-related Quality of Life in This Heterogeneous Group of Patients?
1102,"S1803, Phase III Study of Daratumumab/rHuPH20 (NSC-810307) + Lenalidomide or Lenalidomide as Post-Autologous Stem Cell Transplant Maintenance Therapy in Patients With Multiple Myeloma (MM) Using Minimal Residual Disease to Direct Therapy Duration (DRAMMATIC Study)"
11,"A Phase II Randomized Trial of Radium-223 Dichloride, M3814, &Amp; Avelumab in Advanced Metastatic Castrate-Resistant Prostate Cancer (mCRPC)"
11,A Phase II Randomized Trial of Radium-223 Dichloride and Cabozantinib in Patients With Advanced Renal Cell Carcinoma With Bone Metastasis (RadiCal)
1117,The Neural Mechanisms Associated With Alcohol and Cigarette Craving in Alcohol Use Disorder Smokers During Oxytocin Treatment
1117,Innovative Tools to Expand HIV Self-Testing
1117,POST Facilitation for Community Dwelling Older Adults With and Without Dementia
11,Neoadjuvant Stereotactic Radiation Therapy for Resectable Brain Metastases
1117,Pilot Testing a Virtual Reality Protocol for Improving Pain and Pain-Related Distress in Patients With Advanced Stage Colorectal Cancer
1117,Healthy Hip Study: Predictors of Successful Conservative Management for Pre-arthritic Hip Disorders: Prospective Study
1117,Placebo Controlled Trial of Docosahexaenoic Acid (DHA) Supplementation in High Risk Pregnancies
1117,Adaptability and Resilience in Aging Adults-2
11,Assessing Single-Fraction SBRT Versus Standard Palliative Radiation in Patients With Metastatic Disease
1117,Implementation of Multidisciplinary Assessments for Geriatric Patients in an Emergency Department Observation Unit
11,A Phase I/II Study of M3814 and Avelumab in Combination With Hypofractionated Radiation in Patients With Advanced/Metastatic Solid Tumors and Hepatobiliary Malignancies
1117,Precision Pharmacogenomics in Cancer Patients
1102,Preoperative Respiratory Muscle Training to Prevent Postoperative Pulmonary Complications in Patients Undergoing Resection for Lung Cancer
11,SARC037: A Phase I Study to Evaluate the Safety of Trabectedin Administered as a 1-Hour Infusion in Ewing Sarcoma Patients in Combination With Low Dose Irinotecan and 3'-Deoxy-3'-18F Fluorothymidine (18F-FLT) Imaging
1117,Improving Diabetes Health in Emerging Adulthood Through an Autonomy Supportive Intervention
11,Sacral Nerve Stimulation for Low Anterior Resection Syndrome or Fecal Incontinence in Patients Following a Low Anterior Resection or Proctectomy With Coloanal Anastomosis or in Patients After Pelvic Chemoradiation (RESTORE)
1117,Default Dosing Settings for Opioid Prescriptions to Adolescents and Young Adults After Tonsillectomy
1102,"A Multicenter Randomized, Double-blind, Phase 2, Placebo Controlled Study to Determine the Safety and Efficacy of Ivacaftor (VX-770) for the Treatment of Chronic Obstructive Pulmonary Disease (The Multicenter Topic Trial)"
1117,Assessing Patient Preferences and a Clinical Tool for Evaluating for Sexual Function in Adolescent and Young Adult Survivors of Childhood Cancer
1117,Sleep Self-Management Intervention for Children With Juvenile Idiopathic Arthritis
11,"Regulatory T Cell Modulation in Kidney Transplantation With Biologic Blockade of Dual Effector Pathways, CD28 and IL-6 (CTOT-24)"
1117,Population Effectiveness of Dolutegravir Implementation in Sub-Saharan Africa: A Prospective Observational Cohort Study
1117,Quantification of Tenofovir Alafenamide Adherence and Exposure in Adults Living With HIV
1117,A Single-center Open-label Study to Determine the Effect of Diet on Microbiome Signatures in Crohn's Disease Patients
1117,Dual Reinforcement Contingency Management for Alcohol Use Disorders
1117,Cancer Prevention & Online Technologies
1117,SPEEKO for Elderspeak: A Self-Monitoring App to Improve Communication and Reduce Behavioral Symptoms in Care for Persons With Alzheimer's Disease and Other Dementias
1102,Transcutaneous ARFI Ultrasound for Differentiating Carotid Plaque With High Stroke Risk
1102,Longitudinal Evaluation of Microbial and Host Signatures During Immunotherapy for Lung Cancer
1111,Adherence to the Alternative Healthy Eating Index and Effects on Inflammatory Markers and Breast Density
1117,Implementing Palliative Care: Learning Collaborative vs. Technical Assistance
1109,The Causal Role of Neocortical Beta Events in Human Sensory Perception
1117,Engaging Veterans Seeking Service-Connection Payments in Pain Treatment (TRIAL)
11,Encorafenib/Binimetinib With or Without Nivolumab for Patients With Metastatic BRAF V600 Mutant Thyroid Cancer
1117,HIV Oral Testing Infographic Experiment (HOTIE)
11,Cellular Therapy for Type 1 Diabetes Using Mesenchymal Stem Cells
17,"Neural Mechanisms of Cost and Benefit Integration During Decision-Making, Aim 2: Acute & Lifetime Stress"
11,Prevention of Respiratory Viruses Using Nozin in Stem Cell Transplant Recipients (PREV-NOSE Study)
1117,Developing a Distance Education System to Train Savvy Caregiver Program Interventionists: Extending Access and Capacity in Community-Based Delivery of Evidence-Based Interventions
11,"A Phase II Randomized, Placebo-Controlled, Multicenter Trial to Evaluate the Protective Function of CMV-MVA Triplex Vaccine in Adult Recipients of Haploidentical Hematopoietic Stem Cell Transplant"
